duration_seconds,packet_count,total_bytes,bytes_per_sec,packets_per_sec,syn_count,ack_count,fin_count,rst_count,syn_ack_ratio,rst_ratio,Label
2.6055777544185954,21,2221,158.15044304011803,5.08375732588006,0,5,1,0,0.14746818072993795,0.03446384021983282,BENIGN
2.946656861452079,46,4408,476.406557875991,9.577385140095188,2,12,0,0,0.09893040515124801,0.021665874967431192,BENIGN
0.2300255278293,1092,7443,15300.009651551856,4636.989390945394,347,7,1,91,21.553866948469686,0.7647252447887329,PortScan
4.238292052821845,46,919,1055.2890504667462,23.816970925016943,0,17,1,0,0.1137514505849702,0.020384624267835896,BENIGN
3.616229051725064,12,3905,229.70514512545188,7.2910622252901645,1,30,0,0,0.046881362647278976,0.003909582356806674,BENIGN
3.8729684101831934,31,3284,411.8807070621039,22.343898161584917,2,19,1,0,0.046395018601384085,0.008086905228422215,BENIGN
1.2854652335460952,34,3048,610.6191960505597,1.0122707282444185,2,27,0,0,0.0719101591004025,0.039763877049275254,BENIGN
0.04342700777253924,1379,19411,23987.706503871876,1395.4207289721314,301,7,0,96,8.348907617849394,0.8949147935406755,DDoS
4.925806173536132,41,3930,773.6339919022234,12.894765136212296,2,14,1,0,0.20347706473069052,0.036087653291519244,BENIGN
0.5076540890784366,1734,8362,25222.59073595973,4790.036145816736,376,7,1,197,22.691117402161378,0.8037937086345911,DDoS
0.9673513729560594,36,3185,823.6817320066601,27.901377864951137,2,12,0,0,0.184696445224908,0.03821549294256024,BENIGN
1.9009186692285043,47,1082,906.8235454871943,21.565557805342465,2,36,0,0,0.12560760020484327,0.003137777566752759,BENIGN
1.7012940587031093,38,3321,1127.543336716627,6.102355042424612,0,22,0,0,0.17672762416879279,0.0012416618642988265,BENIGN
0.30025621970574645,36,1525,396.2459782222662,17.595058483085086,1,22,0,0,0.29642079367505125,0.04232897393244544,BENIGN
2.1981781131355125,38,4205,1947.7206683247025,10.416886618471132,0,12,0,0,0.15050659869405297,0.03330578690546287,BENIGN
1.0807361967995697,49,1787,180.7096566004218,7.753055703934392,1,24,1,0,0.0317644651143341,0.04774604970265822,BENIGN
1.7180538178703382,28,1773,893.6341356893507,4.308503002733826,0,23,1,0,0.05227492067323012,0.026737222855360544,BENIGN
0.30701909689850726,650,13708,25705.66884237937,3450.297880618376,206,6,1,128,12.818973952398304,0.8274754224629728,DDoS
0.7542743491004293,388,15929,3514.3571590222036,3843.267414669654,181,7,1,65,46.791208253333224,0.8713796552595174,DDoS
2.040255316046029,47,2590,262.38692282621446,25.046677594970546,2,15,0,0,0.2457824928241574,0.043890398756192196,BENIGN
2.1552951703908367,44,4105,349.89792538284894,14.612079466895263,2,35,1,0,0.16994200285283076,0.01173640107404731,BENIGN
2.154431139713508,13,1139,1882.9196004597159,2.518279055388164,1,12,1,0,0.19449756520786005,0.01737348206892912,BENIGN
1.4532308333224075,25,1158,1233.2478729078048,24.82959663014049,1,19,0,0,0.2411625598769656,0.00800035180806984,BENIGN
2.4936286000335364,27,1113,1062.3425827877927,1.903708242814596,0,17,0,0,0.23698224162153306,0.012773612507908079,BENIGN
1.6497237336736035,34,4679,1534.855821071695,14.76789679129049,1,37,1,0,0.15555165866337248,0.03920168114687724,BENIGN
3.560606196520785,10,3928,1445.942624566187,29.235802618165064,1,31,1,0,0.25344791436876096,0.01388090281408283,BENIGN
4.42384020519596,20,2956,988.7208834603113,2.296935945407067,1,31,1,0,0.22784126391186832,0.034771399130883465,BENIGN
4.239889023750328,39,606,1070.5048579478794,13.102869719640001,1,35,1,0,0.09043470768189321,0.042559518796915795,BENIGN
3.6947104647508704,28,1254,290.5442977099207,6.20663831378819,0,13,0,0,0.15671973310839657,0.00916623551132913,BENIGN
0.12420590657860713,11,964,532.2784298418255,8.163634240088683,1,39,0,0,0.09476481293172498,0.02097017081759825,BENIGN
4.905622783558804,47,4014,1850.2011384748216,25.980808265071257,1,16,1,0,0.24358682692239217,0.033111677097748614,BENIGN
3.7370406172755275,8,2843,905.8956573261322,29.243792487728644,0,24,0,0,0.012035873823373665,0.017355404268118973,BENIGN
2.7459283606076923,24,4073,420.1891250731428,29.141130860982138,0,21,0,0,0.2402645136466098,0.023529107030100985,BENIGN
1.4358576035943156,36,1635,600.5412428539375,12.95720976441062,1,17,0,0,0.2769253782012949,0.04565769525512229,BENIGN
0.39167103170408124,30,1144,853.5516381668475,22.95392957936996,2,7,0,0,0.24276484228021933,0.03179677287797563,BENIGN
0.42557483734329693,10,1796,971.0091606853397,9.987164592780786,2,29,0,0,0.06304747020215311,0.018811885973031486,BENIGN
0.38035977459689163,1495,9219,35225.30629103442,1663.5109274431902,458,1,0,183,5.574585749741054,0.6064175222993557,PortScan
0.8474886900162131,427,5301,49453.13196689974,1926.1005116471893,222,6,1,91,9.137853608075147,0.8539429649208502,PortScan
4.161685823338319,13,4316,106.71958503612674,4.048454765719503,2,8,1,0,0.29005918701561095,0.009003750614830575,BENIGN
3.3790812883965846,6,875,1931.1728461937341,14.361695914836783,0,19,1,0,0.2173021313487796,0.047760279705904025,BENIGN
3.5125060544769258,41,1784,1070.2718646294777,10.868357986169112,0,36,1,0,0.16406764015714517,0.035407244228628655,BENIGN
0.8921900375611134,43,3017,1520.23661617466,29.623669377462775,0,34,1,0,0.03397578243845022,0.008741022893121082,BENIGN
0.027059685424893266,752,14588,28879.2130759439,4817.253766470456,498,3,1,198,24.712373154635127,0.8316982764174151,PortScan
2.234358242583372,21,4111,399.87126446961724,21.78231610319692,2,27,0,0,0.2659585948301927,0.011435109227174868,BENIGN
4.71429073462435,14,3234,740.1362895237748,20.576590091270514,0,14,0,0,0.10900923860411128,0.0275219283346176,BENIGN
2.3427280652805407,12,4611,815.6157184146718,12.199421379464468,2,17,1,0,0.2190670009756698,0.018311877929558917,BENIGN
1.6901078208591764,37,1497,357.3713683275489,19.161426352836642,1,29,0,0,0.08854301221371909,0.0006722477230774849,BENIGN
0.47720155816108567,7,1799,1169.8791279577363,18.18831849729908,1,39,1,0,0.002920161718989944,0.03264262222842562,BENIGN
1.4266488984034136,11,3909,867.7530060372878,4.996286642756768,2,13,1,0,0.17669451002802103,0.0060229308239404256,BENIGN
3.376005968942279,31,1600,382.82792750488653,4.526950604534046,1,24,1,0,0.10874590236022855,0.030861118431671428,BENIGN
1.6088567137968357,7,3539,1177.4519440897088,4.071283749068558,2,21,0,0,0.04102261364213113,0.04824807234494446,BENIGN
1.1575230347345318,49,2893,940.768014525535,28.158014192495177,2,35,1,0,0.016568339583655722,0.027488383644415856,BENIGN
0.6164267687282456,32,2115,1381.893598999187,2.7783085022169667,1,31,1,0,0.2817528674812896,0.008645199553473638,BENIGN
4.426669741665888,21,2842,700.6863143788242,28.336738247910265,2,22,1,0,0.0086569099540442,0.03663813518872063,BENIGN
0.20777180255889013,1928,13043,42523.92189248697,1021.0780724521611,260,1,0,74,29.341934418905797,0.8923361653956238,PortScan
4.9864657095276534,10,2544,1145.5745475283225,15.32364619089623,0,12,1,0,0.04269027734977304,0.005335622165890197,BENIGN
2.6713065149979656,49,849,1242.6300232605888,22.798043639100765,2,38,0,0,0.06591723354886679,0.037546208618661536,BENIGN
2.6354871235997024,14,1740,1906.6571887883129,6.81925938396483,1,39,0,0,0.25108153583197274,0.026840514702820412,BENIGN
1.2043682132331528,20,1115,1754.581980442165,25.395560512654598,2,19,1,0,0.1928587693395408,0.030188455261908304,BENIGN
4.056456760303907,36,3487,1902.8070930874162,25.954208341102806,2,17,1,0,0.17670826113741556,0.04184265165605293,BENIGN
3.9964123543666483,12,3147,1067.2582827109081,9.958690138254116,0,9,1,0,0.20484242582097278,0.022513782836173425,BENIGN
2.156174175753371,43,2385,844.1007163122524,25.444232199799995,1,14,0,0,0.11414446460921407,0.00012443196174701798,BENIGN
0.23312036400524314,48,2260,881.2058351080633,4.02571653320339,0,14,0,0,0.21819299866099945,0.01640750305247179,BENIGN
3.1356783801778865,16,1291,1081.0245727664187,27.381580296286156,1,8,0,0,0.17935125003842534,0.0416124399814263,BENIGN
2.188288380956268,27,1874,642.7634788087737,8.80776217865517,2,36,0,0,0.047915519006129226,0.04530424110443508,BENIGN
